Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
2.17,3573.2199,2987.1838,2564.4771,0,1.0111667,0.72789837,1.6187054,0.28541988,1.9260392,5.6713126,8.333249,0.0039746963
2.171,3572.6133,2986.6539,2564.0954,0,1.0095482,0.72761298,1.6184504,0.28539194,1.9257669,5.6709746,8.3340437,0.003973928
2.172,3572.0067,2986.124,2563.7138,0,1.00793,0.72732762,1.6181955,0.28536399,1.9254945,5.6706366,8.3348384,0.00397316
2.173,3571.4,2985.5941,2563.3321,0,1.0063121,0.72704228,1.6179405,0.28533604,1.9252221,5.6702984,8.3356329,0.0039723921
2.174,3570.7933,2985.0643,2562.9504,0,1.0046944,0.72675697,1.6176855,0.2853081,1.9249497,5.6699602,8.3364272,0.0039716244
2.175,3570.1866,2984.5344,2562.5686,0,1.003077,0.72647169,1.6174306,0.28528014,1.9246773,5.6696219,8.3372214,0.0039708569
2.176,3569.5798,2984.0045,2562.1869,0,1.0014598,0.72618644,1.6171755,0.28525219,1.9244049,5.6692835,8.3380154,0.0039700896
2.177,3568.973,2983.4746,2561.8051,0,0.99984287,0.72590122,1.6169205,0.28522424,1.9241324,5.668945,8.3388092,0.0039693225
2.178,3568.3661,2982.9448,2561.4233,0,0.9982262,0.72561602,1.6166655,0.28519628,1.92386,5.6686065,8.3396029,0.0039685556
2.179,3567.7592,2982.4149,2561.0415,0,0.99660979,0.72533085,1.6164104,0.28516832,1.9235875,5.6682678,8.3403965,0.0039677889
2.18,3567.1523,2981.885,2560.6596,0,0.99499364,0.72504571,1.6161553,0.28514036,1.923315,5.6679291,8.3411899,0.0039670224
2.181,3566.5453,2981.3551,2560.2778,0,0.99337774,0.7247606,1.6159003,0.2851124,1.9230425,5.6675903,8.3419832,0.0039662561
2.182,3565.9384,2980.8253,2559.8959,0,0.99176209,0.72447551,1.6156452,0.28508443,1.9227699,5.6672514,8.3427763,0.0039654899
2.183,3565.3313,2980.2954,2559.5139,0,0.9901467,0.72419046,1.61539,0.28505647,1.9224974,5.6669124,8.3435692,0.003964724
2.184,3564.7243,2979.7655,2559.132,0,0.98853157,0.72390543,1.6151349,0.2850285,1.9222248,5.6665733,8.344362,0.0039639582
2.185,3564.1172,2979.2356,2558.75,0,0.98691669,0.72362043,1.6148797,0.28500053,1.9219522,5.6662342,8.3451546,0.0039631927
2.186,3563.51,2978.7057,2558.3681,0,0.98530206,0.72333546,1.6146246,0.28497256,1.9216796,5.6658949,8.3459471,0.0039624273
2.187,3562.9029,2978.1759,2557.9861,0,0.9836877,0.72305051,1.6143694,0.28494458,1.9214069,5.6655556,8.3467395,0.0039616621
2.188,3562.2957,2977.646,2557.604,0,0.98207358,0.7227656,1.6141142,0.28491661,1.9211343,5.6652162,8.3475316,0.0039608971
2.189,3561.6884,2977.1161,2557.222,0,0.98045972,0.72248071,1.613859,0.28488863,1.9208616,5.6648767,8.3483237,0.0039601323
2.19,3561.0811,2976.5862,2556.8399,0,0.97884612,0.72219585,1.6136037,0.28486065,1.9205889,5.6645371,8.3491155,0.0039593677
2.191,3560.4738,2976.0564,2556.4578,0,0.97723277,0.72191101,1.6133485,0.28483267,1.9203162,5.6641974,8.3499073,0.0039586033
2.192,3559.8665,2975.5265,2556.0757,0,0.97561968,0.72162621,1.6130932,0.28480468,1.9200435,5.6638577,8.3506988,0.0039578391
2.193,3559.2591,2974.9966,2555.6935,0,0.97400684,0.72134143,1.6128379,0.2847767,1.9197708,5.6635179,8.3514902,0.003957075
2.194,3558.6517,2974.4667,2555.3114,0,0.97239426,0.72105668,1.6125826,0.28474871,1.919498,5.6631779,8.3522815,0.0039563112
2.195,3558.0442,2973.9369,2554.9292,0,0.97078193,0.72077196,1.6123273,0.28472072,1.9192252,5.6628379,8.3530726,0.0039555475
2.196,3557.4368,2973.407,2554.547,0,0.96916986,0.72048727,1.612072,0.28469273,1.9189524,5.6624978,8.3538636,0.0039547841
2.197,3556.8292,2972.8771,2554.1647,0,0.96755804,0.7202026,1.6118166,0.28466474,1.9186796,5.6621577,8.3546544,0.0039540208
2.198,3556.2217,2972.3472,2553.7825,0,0.96594648,0.71991797,1.6115613,0.28463674,1.9184068,5.6618174,8.355445,0.0039532577
2.199,3555.6141,2971.8174,2553.4002,0,0.96433517,0.71963336,1.6113059,0.28460875,1.918134,5.6614771,8.3562355,0.0039524948
2.2,3555.0065,2971.2875,2553.0179,0,0.96272412,0.71934878,1.6110505,0.28458075,1.9178611,5.6611366,8.3570259,0.0039517321
2.201,3554.3988,2970.7576,2552.6356,0,0.96111333,0.71906423,1.6107951,0.28455275,1.9175882,5.6607961,8.3578161,0.0039509696
2.202,3553.7911,2970.2277,2552.2532,0,0.95950279,0.7187797,1.6105397,0.28452474,1.9173153,5.6604555,8.3586061,0.0039502073
2.203,3553.1834,2969.6979,2551.8708,0,0.9578925,0.7184952,1.6102842,0.28449674,1.9170424,5.6601148,8.359396,0.0039494451
2.204,3552.5756,2969.168,2551.4885,0,0.95628247,0.71821074,1.6100287,0.28446873,1.9167694,5.6597741,8.3601857,0.0039486832
2.205,3551.9678,2968.6381,2551.106,0,0.9546727,0.71792629,1.6097733,0.28444072,1.9164965,5.6594332,8.3609753,0.0039479214
2.206,3551.36,2968.1082,2550.7236,0,0.95306318,0.71764188,1.6095178,0.28441271,1.9162235,5.6590923,8.3617647,0.0039471599
2.207,3550.7521,2967.5784,2550.3411,0,0.95145392,0.7173575,1.6092623,0.2843847,1.9159505,5.6587513,8.362554,0.0039463985
2.208,3550.1442,2967.0485,2549.9586,0,0.94984491,0.71707314,1.6090067,0.28435668,1.9156775,5.6584101,8.3633431,0.0039456373
2.209,3549.5362,2966.5186,2549.5761,0,0.94823616,0.71678881,1.6087512,0.28432867,1.9154045,5.6580689,8.3641321,0.0039448763
2.21,3548.9282,2965.9887,2549.1936,0,0.94662767,0.71650451,1.6084956,0.28430065,1.9151314,5.6577277,8.3649209,0.0039441155
2.211,3548.3202,2965.4589,2548.8111,0,0.94501943,0.71622024,1.6082401,0.28427263,1.9148583,5.6573863,8.3657096,0.0039433548
2.212,3547.7122,2964.929,2548.4285,0,0.94341144,0.71593599,1.6079845,0.28424461,1.9145853,5.6570449,8.3664981,0.0039425944
2.213,3547.1041,2964.3991,2548.0459,0,0.94180371,0.71565178,1.6077289,0.28421658,1.9143122,5.6567033,8.3672865,0.0039418341
2.214,3546.496,2963.8692,2547.6633,0,0.94019624,0.71536759,1.6074733,0.28418855,1.914039,5.6563617,8.3680747,0.0039410741
2.215,3545.8878,2963.3394,2547.2806,0,0.93858902,0.71508343,1.6072176,0.28416053,1.9137659,5.65602,8.3688628,0.0039403142
2.216,3545.2796,2962.8095,2546.898,0,0.93698206,0.7147993,1.606962,0.2841325,1.9134927,5.6556782,8.3696507,0.0039395545
2.217,3544.6714,2962.2796,2546.5153,0,0.93537536,0.71451519,1.6067063,0.28410446,1.9132196,5.6553363,8.3704385,0.003938795
2.218,3544.0631,2961.7497,2546.1325,0,0.9337689,0.71423112,1.6064506,0.28407643,1.9129464,5.6549944,8.3712261,0.0039380357
2.219,3543.4548,2961.2199,2545.7498,0,0.93216271,0.71394707,1.6061949,0.28404839,1.9126731,5.6546523,8.3720135,0.0039372766
2.22,3542.8465,2960.69,2545.3671,0,0.93055677,0.71366305,1.6059392,0.28402035,1.9123999,5.6543102,8.3728008,0.0039365176
2.221,3542.2381,2960.1601,2544.9843,0,0.92895109,0.71337905,1.6056834,0.28399231,1.9121267,5.653968,8.373588,0.0039357589
2.222,3541.6297,2959.6302,2544.6015,0,0.92734566,0.71309509,1.6054277,0.28396427,1.9118534,5.6536257,8.374375,0.0039350003
2.223,3541.0213,2959.1003,2544.2186,0,0.92574049,0.71281115,1.6051719,0.28393623,1.9115801,5.6532833,8.3751618,0.0039342419
2.224,3540.4128,2958.5705,2543.8358,0,0.92413557,0.71252725,1.6049161,0.28390818,1.9113068,5.6529408,8.3759485,0.0039334837
2.225,3539.8043,2958.0406,2543.4529,0,0.92253091,0.71224337,1.6046603,0.28388013,1.9110335,5.6525983,8.3767351,0.0039327257
2.226,3539.1957,2957.5107,2543.07,0,0.92092651,0.71195951,1.6044045,0.28385208,1.9107601,5.6522556,8.3775215,0.0039319679
2.227,3538.5872,2956.9808,2542.6871,0,0.91932236,0.71167569,1.6041487,0.28382403,1.9104868,5.6519129,8.3783077,0.0039312103
2.228,3537.9786,2956.451,2542.3042,0,0.91771846,0.71139189,1.6038929,0.28379598,1.9102134,5.6515701,8.3790938,0.0039304528
2.229,3537.3699,2955.9211,2541.9212,0,0.91611483,0.71110813,1.603637,0.28376792,1.90994,5.6512272,8.3798797,0.0039296955
2.23,3536.7612,2955.3912,2541.5382,0,0.91451145,0.71082439,1.6033811,0.28373986,1.9096666,5.6508842,8.3806655,0.0039289385
2.231,3536.1525,2954.8613,2541.1552,0,0.91290832,0.71054067,1.6031252,0.2837118,1.9093932,5.6505411,8.3814511,0.0039281816
2.232,3535.5437,2954.3315,2540.7722,0,0.91130545,0.71025699,1.6028693,0.28368374,1.9091197,5.650198,8.3822366,0.0039274249
2.233,3534.9349,2953.8016,2540.3891,0,0.90970284,0.70997333,1.6026134,0.28365568,1.9088463,5.6498547,8.383022,0.0039266683
2.234,3534.3261,2953.2717,2540.0061,0,0.90810048,0.70968971,1.6023574,0.28362761,1.9085728,5.6495114,8.3838071,0.003925912
2.235,3533.7172,2952.7418,2539.623,0,0.90649838,0.70940611,1.6021015,0.28359954,1.9082993,5.649168,8.3845922,0.0039251558
2.236,3533.1083,2952.212,2539.2398,0,0.90489653,0.70912254,1.6018455,0.28357147,1.9080257,5.6488245,8.3853771,0.0039243999
2.237,3532.4994,2951.6821,2538.8567,0,0.90329495,0.70883899,1.6015895,0.2835434,1.9077522,5.6484809,8.3861618,0.0039236441
2.238,3531.8904,2951.1522,2538.4735,0,0.90169361,0.70855548,1.6013335,0.28351533,1.9074786,5.6481373,8.3869464,0.0039228885
2.239,3531.2814,2950.6223,2538.0903,0,0.90009253,0.70827199,1.6010775,0.28348725,1.9072051,5.6477935,8.3877308,0.0039221331
2.24,3530.6724,2950.0925,2537.7071,0,0.89849171,0.70798853,1.6008214,0.28345917,1.9069315,5.6474497,8.3885151,0.0039213778
2.241,3530.0633,2949.5626,2537.3239,0,0.89689115,0.7077051,1.6005654,0.28343109,1.9066579,5.6471057,8.3892992,0.0039206228
2.242,3529.4542,2949.0327,2536.9406,0,0.89529084,0.7074217,1.6003093,0.28340301,1.9063842,5.6467617,8.3900832,0.0039198679
2.243,3528.8451,2948.5028,2536.5573,0,0.89369078,0.70713832,1.6000532,0.28337493,1.9061106,5.6464176,8.390867,0.0039191133
2.244,3528.2359,2947.973,2536.174,0,0.89209099,0.70685497,1.5997971,0.28334684,1.9058369,5.6460735,8.3916507,0.0039183588
2.245,3527.6267,2947.4431,2535.7907,0,0.89049145,0.70657166,1.599541,0.28331876,1.9055632,5.6457292,8.3924342,0.0039176044
2.246,3527.0174,2946.9132,2535.4074,0,0.88889216,0.70628837,1.5992848,0.28329067,1.9052895,5.6453849,8.3932176,0.0039168503
2.247,3526.4081,2946.3833,2535.024,0,0.88729313,0.7060051,1.5990287,0.28326257,1.9050158,5.6450404,8.3940008,0.0039160964
2.248,3525.7988,2945.8535,2534.6406,0,0.88569436,0.70572187,1.5987725,0.28323448,1.904742,5.6446959,8.3947838,0.0039153426
2.249,3525.1894,2945.3236,2534.2572,0,0.88409584,0.70543866,1.5985163,0.28320638,1.9044683,5.6443513,8.3955668,0.003914589
2.25,3524.58,2944.7937,2533.8737,0,0.88249758,0.70515548,1.5982601,0.28317829,1.9041945,5.6440066,8.3963495,0.0039138356
2.251,3523.9706,2944.2638,2533.4903,0,0.88089958,0.70487233,1.5980039,0.28315019,1.9039207,5.6436618,8.3971321,0.0039130824
2.252,3523.3612,2943.734,2533.1068,0,0.87930183,0.70458921,1.5977477,0.28312208,1.9036469,5.643317,8.3979146,0.0039123294
2.253,3522.7516,2943.2041,2532.7233,0,0.87770434,0.70430612,1.5974914,0.28309398,1.9033731,5.642972,8.3986969,0.0039115766
2.254,3522.1421,2942.6742,2532.3397,0,0.87610711,0.70402305,1.5972351,0.28306587,1.9030992,5.642627,8.3994791,0.0039108239
2.255,3521.5325,2942.1443,2531.9562,0,0.87451013,0.70374001,1.5969789,0.28303777,1.9028253,5.6422819,8.4002611,0.0039100714
2.256,3520.9229,2941.6145,2531.5726,0,0.8729134,0.703457,1.5967226,0.28300966,1.9025515,5.6419367,8.401043,0.0039093191
2.257,3520.3133,2941.0846,2531.189,0,0.87131694,0.70317402,1.5964662,0.28298154,1.9022775,5.6415914,8.4018247,0.003908567
2.258,3519.7036,2940.5547,2530.8054,0,0.86972073,0.70289107,1.5962099,0.28295343,1.9020036,5.641246,8.4026062,0.0039078151
2.259,3519.0939,2940.0248,2530.4217,0,0.86812478,0.70260814,1.5959536,0.28292531,1.9017297,5.6409005,8.4033877,0.0039070633
2.26,3518.4842,2939.495,2530.0381,0,0.86652908,0.70232525,1.5956972,0.2828972,1.9014557,5.640555,8.4041689,0.0039063117
2.261,3517.8744,2938.9651,2529.6544,0,0.86493364,0.70204238,1.5954408,0.28286908,1.9011817,5.6402094,8.40495,0.0039055603
2.262,3517.2646,2938.4352,2529.2706,0,0.86333845,0.70175954,1.5951844,0.28284095,1.9009077,5.6398637,8.405731,0.0039048091
2.263,3516.6547,2937.9053,2528.8869,0,0.86174352,0.70147672,1.594928,0.28281283,1.9006337,5.6395179,8.4065118,0.0039040581
2.264,3516.0448,2937.3754,2528.5031,0,0.86014885,0.70119394,1.5946716,0.2827847,1.9003597,5.639172,8.4072925,0.0039033073
2.265,3515.4349,2936.8456,2528.1194,0,0.85855444,0.70091118,1.5944151,0.28275657,1.9000856,5.638826,8.408073,0.0039025566
2.266,3514.8249,2936.3157,2527.7356,0,0.85696028,0.70062845,1.5941587,0.28272844,1.8998116,5.6384799,8.4088533,0.0039018061
2.267,3514.2149,2935.7858,2527.3517,0,0.85536638,0.70034575,1.5939022,0.28270031,1.8995375,5.6381338,8.4096335,0.0039010558
2.268,3513.6049,2935.2559,2526.9679,0,0.85377273,0.70006308,1.5936457,0.28267218,1.8992634,5.6377876,8.4104136,0.0039003057
2.269,3512.9948,2934.7261,2526.584,0,0.85217934,0.69978044,1.5933892,0.28264404,1.8989892,5.6374412,8.4111935,0.0038995558
2.27,3512.3847,2934.1962,2526.2001,0,0.85058621,0.69949782,1.5931326,0.2826159,1.8987151,5.6370948,8.4119733,0.003898806
2.271,3511.7746,2933.6663,2525.8162,0,0.84899333,0.69921523,1.5928761,0.28258776,1.8984409,5.6367484,8.4127529,0.0038980564
2.272,3511.1644,2933.1364,2525.4322,0,0.84740071,0.69893267,1.5926195,0.28255962,1.8981668,5.6364018,8.4135324,0.003897307
2.273,3510.5542,2932.6066,2525.0483,0,0.84580835,0.69865014,1.592363,0.28253148,1.8978926,5.6360551,8.4143117,0.0038965578
2.274,3509.944,2932.0767,2524.6643,0,0.84421624,0.69836764,1.5921064,0.28250333,1.8976183,5.6357084,8.4150908,0.0038958088
2.275,3509.3337,2931.5468,2524.2803,0,0.84262439,0.69808516,1.5918498,0.28247518,1.8973441,5.6353616,8.4158698,0.0038950599
2.276,3508.7234,2931.0169,2523.8962,0,0.8410328,0.69780272,1.5915931,0.28244703,1.8970698,5.6350146,8.4166487,0.0038943112
2.277,3508.113,2930.4871,2523.5122,0,0.83944147,0.6975203,1.5913365,0.28241888,1.8967956,5.6346676,8.4174274,0.0038935627
2.278,3507.5027,2929.9572,2523.1281,0,0.83785039,0.69723791,1.5910798,0.28239072,1.8965213,5.6343206,8.418206,0.0038928144
2.279,3506.8922,2929.4273,2522.744,0,0.83625956,0.69695554,1.5908232,0.28236256,1.896247,5.6339734,8.4189844,0.0038920663
2.28,3506.2818,2928.8974,2522.3599,0,0.834669,0.69667321,1.5905665,0.28233441,1.8959726,5.6336261,8.4197627,0.0038913183
2.281,3505.6713,2928.3676,2521.9757,0,0.83307869,0.6963909,1.5903098,0.28230625,1.8956983,5.6332788,8.4205408,0.0038905705
2.282,3505.0608,2927.8377,2521.5915,0,0.83148863,0.69610863,1.5900531,0.28227808,1.8954239,5.6329313,8.4213187,0.0038898229
2.283,3504.4502,2927.3078,2521.2073,0,0.82989884,0.69582638,1.5897963,0.28224992,1.8951495,5.6325838,8.4220965,0.0038890755
2.284,3503.8396,2926.7779,2520.8231,0,0.8283093,0.69554415,1.5895396,0.28222175,1.8948751,5.6322362,8.4228742,0.0038883282
2.285,3503.229,2926.2481,2520.4389,0,0.82672001,0.69526196,1.5892828,0.28219358,1.8946007,5.6318885,8.4236517,0.0038875812
2.286,3502.6183,2925.7182,2520.0546,0,0.82513099,0.6949798,1.589026,0.28216541,1.8943263,5.6315408,8.4244291,0.0038868343
2.287,3502.0076,2925.1883,2519.6703,0,0.82354222,0.69469766,1.5887692,0.28213724,1.8940518,5.6311929,8.4252063,0.0038860876
2.288,3501.3969,2924.6584,2519.286,0,0.82195371,0.69441555,1.5885124,0.28210906,1.8937774,5.630845,8.4259834,0.003885341
2.289,3500.7861,2924.1286,2518.9017,0,0.82036545,0.69413347,1.5882556,0.28208088,1.8935029,5.6304969,8.4267603,0.0038845947
2.29,3500.1753,2923.5987,2518.5173,0,0.81877745,0.69385142,1.5879987,0.2820527,1.8932284,5.6301488,8.4275371,0.0038838485
2.291,3499.5644,2923.0688,2518.133,0,0.81718971,0.69356939,1.5877418,0.28202452,1.8929538,5.6298006,8.4283137,0.0038831025
2.292,3498.9536,2922.5389,2517.7486,0,0.81560223,0.69328739,1.587485,0.28199634,1.8926793,5.6294523,8.4290902,0.0038823567
2.293,3498.3426,2922.0091,2517.3641,0,0.814015,0.69300543,1.5872281,0.28196815,1.8924047,5.629104,8.4298665,0.0038816111
2.294,3497.7317,2921.4792,2516.9797,0,0.81242803,0.69272349,1.5869711,0.28193997,1.8921301,5.6287555,8.4306427,0.0038808656
2.295,3497.1207,2920.9493,2516.5952,0,0.81084131,0.69244157,1.5867142,0.28191178,1.8918555,5.628407,8.4314187,0.0038801203
2.296,3496.5097,2920.4194,2516.2107,0,0.80925485,0.69215969,1.5864573,0.28188358,1.8915809,5.6280583,8.4321946,0.0038793752
2.297,3495.8986,2919.8896,2515.8262,0,0.80766865,0.69187784,1.5862003,0.28185539,1.8913063,5.6277096,8.4329703,0.0038786303
2.298,3495.2875,2919.3597,2515.4417,0,0.80608271,0.69159601,1.5859433,0.28182719,1.8910316,5.6273608,8.4337459,0.0038778855
2.299,3494.6764,2918.8298,2515.0571,0,0.80449703,0.69131421,1.5856863,0.281799,1.8907569,5.6270119,8.4345213,0.0038771409
2.3,3494.0653,2918.2999,2514.6725,0,0.8029116,0.69103244,1.5854293,0.2817708,1.8904822,5.6266629,8.4352966,0.0038763965
2.301,3493.4541,2917.7701,2514.2879,0,0.80132642,0.6907507,1.5851723,0.28174259,1.8902075,5.6263139,8.4360717,0.0038756523
2.302,3492.8428,2917.2402,2513.9033,0,0.79974151,0.69046898,1.5849152,0.28171439,1.8899328,5.6259647,8.4368467,0.0038749082
2.303,3492.2316,2916.7103,2513.5187,0,0.79815685,0.6901873,1.5846582,0.28168618,1.889658,5.6256155,8.4376215,0.0038741644
2.304,3491.6202,2916.1804,2513.134,0,0.79657245,0.68990564,1.5844011,0.28165797,1.8893833,5.6252662,8.4383962,0.0038734207
2.305,3491.0089,2915.6505,2512.7493,0,0.7949883,0.68962401,1.584144,0.28162976,1.8891085,5.6249168,8.4391707,0.0038726772
2.306,3490.3975,2915.1207,2512.3646,0,0.79340442,0.68934241,1.5838869,0.28160155,1.8888337,5.6245673,8.4399451,0.0038719338
2.307,3489.7861,2914.5908,2511.9798,0,0.79182079,0.68906083,1.5836297,0.28157334,1.8885588,5.6242177,8.4407194,0.0038711906
2.308,3489.1747,2914.0609,2511.595,0,0.79023742,0.68877929,1.5833726,0.28154512,1.888284,5.6238681,8.4414934,0.0038704477
2.309,3488.5632,2913.531,2511.2103,0,0.7886543,0.68849777,1.5831154,0.2815169,1.8880091,5.6235183,8.4422674,0.0038697048
2.31,3487.9517,2913.0012,2510.8254,0,0.78707144,0.68821628,1.5828583,0.28148868,1.8877343,5.6231685,8.4430412,0.0038689622
2.311,3487.3401,2912.4713,2510.4406,0,0.78548884,0.68793482,1.5826011,0.28146046,1.8874594,5.6228186,8.4438148,0.0038682197
2.312,3486.7285,2911.9414,2510.0558,0,0.7839065,0.68765339,1.5823439,0.28143223,1.8871844,5.6224685,8.4445883,0.0038674774
2.313,3486.1169,2911.4115,2509.6709,0,0.78232441,0.68737199,1.5820866,0.281404,1.8869095,5.6221185,8.4453617,0.0038667353
2.314,3485.5053,2910.8817,2509.286,0,0.78074258,0.68709061,1.5818294,0.28137577,1.8866346,5.6217683,8.4461349,0.0038659934
2.315,3484.8936,2910.3518,2508.901,0,0.77916101,0.68680926,1.5815721,0.28134754,1.8863596,5.621418,8.4469079,0.0038652516
2.316,3484.2818,2909.8219,2508.5161,0,0.77757969,0.68652794,1.5813149,0.28131931,1.8860846,5.6210677,8.4476808,0.00386451
2.317,3483.6701,2909.292,2508.1311,0,0.77599864,0.68624665,1.5810576,0.28129107,1.8858096,5.6207172,8.4484536,0.0038637686
2.318,3483.0583,2908.7622,2507.7461,0,0.77441784,0.68596539,1.5808003,0.28126284,1.8855346,5.6203667,8.4492262,0.0038630274
2.319,3482.4464,2908.2323,2507.3611,0,0.77283729,0.68568415,1.580543,0.2812346,1.8852595,5.6200161,8.4499986,0.0038622863
2.32,3481.8346,2907.7024,2506.9761,0,0.77125701,0.68540295,1.5802856,0.28120635,1.8849845,5.6196654,8.4507709,0.0038615454
2.321,3481.2227,2907.1725,2506.591,0,0.76967698,0.68512177,1.5800283,0.28117811,1.8847094,5.6193146,8.4515431,0.0038608047
2.322,3480.6107,2906.6427,2506.2059,0,0.76809721,0.68484062,1.5797709,0.28114986,1.8844343,5.6189637,8.4523151,0.0038600641
2.323,3479.9987,2906.1128,2505.8208,0,0.76651769,0.6845595,1.5795135,0.28112162,1.8841591,5.6186128,8.453087,0.0038593238
2.324,3479.3867,2905.5829,2505.4357,0,0.76493844,0.68427841,1.5792561,0.28109337,1.883884,5.6182618,8.4538587,0.0038585836
2.325,3478.7747,2905.053,2505.0505,0,0.76335944,0.68399734,1.5789987,0.28106511,1.8836089,5.6179106,8.4546303,0.0038578436
2.326,3478.1626,2904.5232,2504.6653,0,0.7617807,0.6837163,1.5787412,0.28103686,1.8833337,5.6175594,8.4554017,0.0038571037
2.327,3477.5505,2903.9933,2504.2801,0,0.76020222,0.68343529,1.5784838,0.2810086,1.8830585,5.6172081,8.456173,0.003856364
2.328,3476.9383,2903.4634,2503.8949,0,0.75862399,0.68315431,1.5782263,0.28098034,1.8827833,5.6168567,8.4569441,0.0038556245
2.329,3476.3261,2902.9335,2503.5097,0,0.75704602,0.68287336,1.5779688,0.28095208,1.882508,5.6165053,8.4577151,0.0038548852
2.33,3475.7139,2902.4037,2503.1244,0,0.75546831,0.68259244,1.5777113,0.28092382,1.8822328,5.6161537,8.4584859,0.0038541461
2.331,3475.1017,2901.8738,2502.7391,0,0.75389085,0.68231154,1.5774538,0.28089555,1.8819575,5.6158021,8.4592566,0.0038534071
2.332,3474.4894,2901.3439,2502.3538,0,0.75231366,0.68203068,1.5771963,0.28086729,1.8816822,5.6154503,8.4600271,0.0038526683
2.333,3473.877,2900.814,2501.9685,0,0.75073672,0.68174984,1.5769387,0.28083902,1.8814069,5.6150985,8.4607975,0.0038519296
2.334,3473.2647,2900.2842,2501.5831,0,0.74916004,0.68146903,1.5766812,0.28081074,1.8811316,5.6147466,8.4615677,0.0038511912
2.335,3472.6523,2899.7543,2501.1977,0,0.74758361,0.68118824,1.5764236,0.28078247,1.8808563,5.6143946,8.4623378,0.0038504529
2.336,3472.0398,2899.2244,2500.8123,0,0.74600745,0.68090749,1.576166,0.28075419,1.8805809,5.6140425,8.4631078,0.0038497147
2.337,3471.4274,2898.6945,2500.4269,0,0.74443154,0.68062676,1.5759084,0.28072592,1.8803055,5.6136904,8.4638776,0.0038489768
2.338,3470.8148,2898.1647,2500.0414,0,0.74285589,0.68034607,1.5756508,0.28069764,1.8800301,5.6133381,8.4646472,0.003848239
2.339,3470.2023,2897.6348,2499.6559,0,0.7412805,0.6800654,1.5753931,0.28066935,1.8797547,5.6129858,8.4654167,0.0038475014
2.34,3469.59,2897.1049,2499.2704,0,0.73970536,0.67978476,1.5751354,0.28064107,1.8794794,5.6126334,8.4661861,0.003846764
2.341,3468.9778,2896.575,2498.8849,0,0.73813048,0.67950414,1.5748778,0.28061278,1.8792041,5.6122809,8.4669553,0.0038460267
2.342,3468.3654,2896.0452,2498.4994,0,0.73655586,0.67922356,1.5746201,0.2805845,1.8789287,5.6119283,8.4677243,0.0038452897
2.343,3467.7531,2895.5153,2498.1138,0,0.7349815,0.678943,1.5743624,0.28055621,1.8786534,5.6115756,8.4684932,0.0038445527
2.344,3467.1407,2894.9854,2497.7282,0,0.7334074,0.67866247,1.5741046,0.28052791,1.878378,5.6112229,8.469262,0.003843816
2.345,3466.5283,2894.4555,2497.3426,0,0.73183355,0.67838197,1.5738469,0.28049962,1.8781026,5.61087,8.4700306,0.0038430795
2.346,3465.9158,2893.9256,2496.9569,0,0.73025996,0.6781015,1.5735892,0.28047132,1.8778271,5.6105171,8.4707991,0.0038423431
2.347,3465.3034,2893.3958,2496.5713,0,0.72868663,0.67782106,1.5733314,0.28044303,1.8775517,5.6101641,8.4715674,0.0038416069
